Id,Tipo,FechaConstruccion,FechaReforma,Plantas,Plan,PAU,CatParcela,PerimParcela,Superficie,Aseos,Habitaciones,Garaje,Piscina,Vallada,CallePavimentada,Callejon,Formato,TipoDesnivel,Desnivel,GasNatural,AguaCorriente,FosaSeptica,Situacion,CP,ProxCarretera,ProxCallePrincipal,ProxViasTren,Estado,RatingEstrellas,Precio
410,Chalet individual,2007,2008,2,Antiguo,0,Residencial especial,103.63,1003.35,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,611871
411,Chalet individual,1958,1958,1,Antiguo,0,Residencial unifamiliar,82.91,889.17,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,3,2.5,103901
412,Chalet adosado,1955,1955,3,,0,Residencial unifamiliar,121.92,3219.09,2,5,1,0,0,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,60118,0,0,0,5,2.5,282446
413,Chalet individual,2009,2009,1,Antiguo,0,Residencial especial,,409.05,4,7,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,369646
414,Chalet individual,1927,1950,1,Nuevo,0,Residencial tipo 2,68.28,832.41,1,5,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,1,0,0,6,2.5,191483
415,Chalet individual,1993,1993,2,Antiguo,0,Residencial unifamiliar,71.93,1043.12,4,9,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Trasero,50015,0,0,0,5,3.5,410615
416,Chalet individual,2007,2007,1,Antiguo,0,Residencial unifamiliar,89.0,826.74,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.5,339261
417,Chalet individual,1978,1978,2,Antiguo,0,Residencial unifamiliar,90.22,728.73,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,7,3.0,291211
418,Chalet individual,1918,1950,2,Nuevo,0,Residencial unifamiliar,104.85,2082.89,4,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62451,0,1,0,6,3.0,447643
419,Chalet individual,1940,1950,1,,0,Residencial unifamiliar,73.15,758.09,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,6,2.5,235996
420,Chalet individual,1968,1968,1,Antiguo,0,Residencial unifamiliar,79.25,785.03,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,236440
421,Dúplex,1997,1998,2,,0,Residencial tipo 2,95.1,655.9,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62040,0,0,0,5,3.5,371535
422,Chalet individual,1977,2000,1,Antiguo,0,Residencial unifamiliar,,1545.44,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Frontal 2 lados,50012,0,0,0,7,3.0,372310
423,Chalet individual,1954,1954,1,Antiguo,0,Residencial unifamiliar,121.92,2020.64,1,4,1,0,0,1,0,Rectangular,Inclinación lateral,Moderado,1,1,0,Interior,62040,1,0,0,5,2.5,203507
424,Chalet individual,1998,1998,2,Antiguo,0,Residencial unifamiliar,97.54,854.71,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60706,0,0,0,5,4.0,567297
425,Chalet individual,1956,1956,1,Antiguo,0,Residencial unifamiliar,87.78,836.13,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,250331
426,Chalet individual,1946,1992,2,Antiguo,0,Residencial tipo 2,73.15,313.83,2,6,1,0,0,1,1,Rectangular,Inclinación lateral,Ligero,1,1,0,Interior,61704,0,0,0,8,3.5,233776
427,Chalet individual,1989,1989,2,,0,Residencial unifamiliar,,1189.16,4,5,1,0,0,1,0,Rectangular,Muy irregular,Moderado,1,1,0,Interior,50015,0,0,0,5,3.5,476211
428,Chalet individual,1957,1957,1,Antiguo,0,Residencial unifamiliar,93.88,798.32,1,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.0,196317
429,Chalet individual,2007,2007,1,Antiguo,0,Residencial unifamiliar,78.03,628.21,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,365981
430,Chalet individual,1988,1988,1,Antiguo,0,Residencial unifamiliar,158.5,1064.39,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50017,0,0,0,5,3.0,303043
431,Casa baja,1971,1971,2,Antiguo,1,Residencial tipo 2,25.6,156.08,2,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,5,3.0,153801
432,Chalet individual,1920,1998,1,,0,Residencial tipo 2,73.15,518.96,1,7,0,0,1,1,0,Poco irregular,Inclinación frontal,Ligero,1,1,0,Interior,61704,0,1,0,7,3.0,143895
433,Piso alto,1971,1971,2,Antiguo,1,Residencial tipo 2,29.26,178.37,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,5,2.5,229440
434,Chalet individual,1997,1998,2,Antiguo,0,Residencial unifamiliar,121.92,1006.98,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,5,3.0,325971
435,Casa baja,1972,1972,2,,1,Residencial tipo 2,25.6,175.59,2,3,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60936,0,0,0,7,2.0,145876
436,Chalet individual,1996,1996,2,Antiguo,0,Residencial unifamiliar,52.43,991.0,4,6,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Trasero,60061,0,0,0,6,3.5,367115
437,Chalet individual,1920,1950,1,,0,Residencial tipo 2,48.77,408.77,1,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,8,3.0,225956
438,Chalet individual,1926,2004,1,,0,Residencial tipo 2,60.96,557.42,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,7,3.0,206069
439,Chalet individual,1913,2002,1,Nuevo,0,Residencial unifamiliar,48.77,397.63,1,4,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,6,2.5,169224
440,Chalet individual,1920,2000,1,,0,Residencial unifamiliar,81.69,1147.72,1,7,1,0,1,1,1,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,8,3.0,190484
441,Chalet individual,2008,2008,1,Antiguo,0,Residencial unifamiliar,128.02,1433.59,3,10,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,5.0,961080
442,Dúplex,1955,1955,2,,0,Residencial unifamiliar,112.17,1124.87,2,8,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,4,2.0,212511
443,Chalet individual,1930,1992,1,,0,Residencial tipo 2,63.4,579.71,2,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,7,2.5,293374
444,Piso alto,2006,2007,1,Antiguo,1,Residencial unifamiliar,64.62,364.37,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61705,0,0,0,5,3.5,323089
445,Chalet individual,1994,1995,2,Antiguo,0,Residencial unifamiliar,85.34,812.9,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,378198
446,Chalet individual,1956,1956,1,Antiguo,0,Residencial unifamiliar,89.0,915.56,1,7,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,5,3.0,220789
447,Chalet individual,1966,2002,1,Antiguo,0,Residencial unifamiliar,167.03,1532.16,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,6,3.0,316364
448,Chalet individual,1998,1999,2,Antiguo,0,Residencial unifamiliar,,1041.81,3,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,5,3.5,389385
449,Chalet individual,1937,1950,1,,0,Residencial tipo 2,60.96,798.97,2,7,1,0,0,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,60406,0,0,0,6,3.0,232774
450,Chalet individual,1948,2002,1,,0,Residencial tipo 2,60.96,557.42,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,1.5,224758
451,Chalet individual,1930,2005,1,Nuevo,0,Residencial tipo 2,85.34,528.06,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,8,3.0,214269
452,Chalet individual,1975,1975,1,Antiguo,0,Residencial unifamiliar,75.59,6573.91,3,5,1,0,0,1,0,Poco irregular,Muy irregular,Moderado,1,1,0,Interior,62447,0,0,0,5,3.5,545412
453,Chalet individual,1996,1997,2,Antiguo,0,Residencial unifamiliar,,864.28,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50017,0,0,0,5,3.0,382088
454,Chalet individual,2008,2008,2,Antiguo,0,Residencial especial,91.44,836.13,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,363652
455,Dúplex,1976,1976,2,,0,Residencial unifamiliar,76.81,863.72,4,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62040,0,0,0,5,2.5,366205
456,Chalet individual,1973,1973,1,Antiguo,0,Residencial unifamiliar,97.54,891.87,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.5,328708
457,Chalet individual,1916,1950,2,Nuevo,0,Residencial tipo 2,41.45,424.66,1,7,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,5,2.5,176492
458,Chalet individual,1954,1994,1,Antiguo,0,Residencial unifamiliar,,4944.95,2,6,1,0,0,1,0,Poco irregular,Muy irregular,Moderado,1,1,0,Trasero,62447,0,0,0,6,2.0,461042
459,Chalet individual,1925,1996,2,Nuevo,0,Residencial tipo 2,,473.81,1,7,1,0,1,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,4.0,289952
460,Chalet individual,1950,1950,1,,0,Residencial unifamiliar,,651.71,2,5,1,0,0,1,0,Poco irregular,Inclinación frontal,Ligero,1,1,0,Esquina,62801,0,0,0,4,2.5,190484
461,Chalet individual,2009,2009,2,Antiguo,0,Residencial especial,91.44,743.6,4,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,456184
462,Chalet individual,1936,2007,2,Nuevo,0,Residencial unifamiliar,73.15,668.9,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,1,0,9,3.5,268410
463,Chalet individual,1965,1965,1,Antiguo,0,Residencial unifamiliar,73.15,769.33,1,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,5,2.5,108027
464,Chalet individual,1934,1995,2,Nuevo,0,Residencial unifamiliar,90.22,1113.72,2,6,1,0,0,1,0,Poco irregular,Inclinación lateral,Moderado,1,1,0,Interior,62451,0,0,0,7,3.0,339838
465,Chalet individual,1978,1978,1,Antiguo,0,Residencial unifamiliar,73.15,783.17,2,5,0,0,0,1,0,Rectangular,Inclinación lateral,Moderado,1,1,0,Interior,60061,0,0,0,5,2.5,214728
466,Piso alto,2004,2004,1,Antiguo,1,Residencial tipo 2,,285.4,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61705,0,0,0,5,3.5,348168
467,Chalet individual,1970,1970,1,Antiguo,0,Residencial unifamiliar,103.63,987.37,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.5,312788
468,Chalet individual,1942,1995,2,Nuevo,0,Residencial unifamiliar,96.32,880.72,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,1,0,0,7,2.5,274392
469,Chalet individual,2006,2006,1,Antiguo,0,Residencial unifamiliar,119.48,1061.7,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,468245
470,Chalet individual,1993,1993,2,Antiguo,0,Residencial unifamiliar,92.66,863.16,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50015,0,0,1,5,3.0,336776
471,Piso alto,1985,1985,1,Antiguo,1,Residencial unifamiliar,,633.6,3,4,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,5,4.0,352996
472,Chalet individual,1977,1977,2,Antiguo,0,Residencial unifamiliar,112.17,1110.38,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.5,355866
473,Piso alto,2005,2005,2,,1,Residencial tipo 2,42.67,341.42,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,5,3.0,266540
474,Chalet individual,2006,2007,1,Antiguo,0,Residencial unifamiliar,134.11,1391.41,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.0,824112
475,Piso alto,2000,2000,1,Antiguo,1,Residencial unifamiliar,49.99,495.17,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,5,4.0,470118
476,Chalet individual,1963,1963,1,Antiguo,0,Residencial unifamiliar,97.54,787.82,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50010,0,0,0,6,2.5,248170
477,Chalet individual,1997,1998,1,Antiguo,0,Residencial unifamiliar,91.44,1219.35,3,7,1,0,0,1,0,Rectangular,Llana,Moderado,1,1,0,Interior,60061,0,0,0,5,3.0,376217
478,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,128.02,1272.12,3,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,711733
479,Chalet individual,2007,2008,1,Antiguo,0,Residencial unifamiliar,96.32,988.21,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,514308
480,Chalet individual,1937,2000,1,Nuevo,0,Residencial tipo 2,60.96,550.45,1,7,1,0,1,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,61704,0,0,0,7,2.0,167578
481,Chalet individual,2004,2005,1,Antiguo,0,Residencial unifamiliar,119.48,1489.51,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Frontal 2 lados,60645,0,0,0,5,4.5,635016
482,Chalet individual,2003,2004,1,Antiguo,0,Residencial unifamiliar,87.78,1100.53,3,6,1,0,0,1,0,Poco irregular,Inclinación lateral,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,728515
483,Chalet individual,1915,2005,2,Nuevo,0,Residencial tipo 2,60.96,232.26,3,7,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,8,3.5,268410
484,Casa baja,1998,1998,1,Antiguo,1,Residencial tipo 2,39.01,418.06,3,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,62040,0,0,0,5,3.0,319456
485,Chalet individual,1962,2001,1,Antiguo,0,Residencial unifamiliar,,720.74,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50010,0,0,0,7,2.5,248170
486,Chalet individual,1950,2007,1,Antiguo,0,Residencial unifamiliar,97.54,891.87,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,254556
487,Chalet individual,1965,1965,1,Antiguo,0,Residencial unifamiliar,96.32,955.88,3,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,292185
488,Chalet individual,1971,1971,1,Antiguo,0,Residencial unifamiliar,85.34,1137.41,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,2.5,327772
489,Chalet adosado,1900,1970,3,,0,Residencial unifamiliar,73.15,1003.35,2,10,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61704,0,0,0,4,2.5,311664
490,Casa baja,1970,2002,2,,1,Residencial tipo 2,25.6,141.77,2,3,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60936,0,0,0,8,2.0,148924
491,Piso alto,1976,1976,2,Antiguo,1,Residencial tipo 2,,247.59,2,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60936,0,0,0,6,2.5,207109
492,Chalet individual,1941,1950,1,,0,Residencial unifamiliar,96.32,881.65,2,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,1,0,0,7,3.0,259071
493,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,128.02,1447.24,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,5,3.0,336568
494,Chalet individual,1960,1960,1,Antiguo,0,Residencial unifamiliar,85.34,736.81,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,6,2.5,279146
495,Chalet individual,1938,1996,1,Nuevo,0,Residencial tipo 2,60.96,537.35,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,1,0,0,8,2.5,158102
496,Chalet individual,1920,1950,1,Nuevo,0,Terciario,73.15,731.98,1,4,0,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,5,2.0,60436
497,Chalet individual,1992,1993,1,Antiguo,0,Residencial unifamiliar,,1179.13,4,10,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60706,0,0,0,5,4.0,805382
498,Chalet individual,1925,1950,1,,0,Residencial unifamiliar,73.15,847.28,3,8,1,0,1,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,62801,0,0,0,6,3.5,331374
499,Chalet individual,1967,2004,1,Antiguo,0,Residencial unifamiliar,79.25,724.64,1,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,7,2.5,225118
500,Chalet individual,1958,1985,1,Antiguo,0,Residencial unifamiliar,85.34,700.02,2,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,224758
501,Casa baja,1973,1973,2,Antiguo,1,Residencial tipo 2,25.6,175.59,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61615,0,0,0,5,3.0,211647
502,Chalet individual,2005,2005,2,Antiguo,0,Residencial especial,91.44,910.73,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,408274
503,Chalet individual,1965,1965,1,Antiguo,0,Residencial unifamiliar,85.34,851.92,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,1,0,7,2.5,262217
504,Chalet individual,1959,1997,1,Antiguo,0,Residencial unifamiliar,121.92,1449.47,3,6,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,8,3.5,481206
505,Piso alto,1974,1974,2,Antiguo,1,Residencial unifamiliar,29.26,214.42,4,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60646,0,0,0,5,3.0,254556
506,Dúplex,1952,1952,2,,0,Residencial tipo 2,73.15,705.69,2,10,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,1,0,0,5,2.5,215594
507,Chalet individual,1993,1994,2,Antiguo,0,Residencial unifamiliar,97.54,887.6,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,4.0,418799
508,Chalet individual,2009,2009,1,Antiguo,0,Residencial especial,91.44,730.4,2,4,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.0,360708
509,Chalet individual,1928,2005,2,Nuevo,0,Residencial tipo 2,73.15,891.87,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,9,3.5,289952
510,Chalet individual,1959,1959,1,Antiguo,0,Residencial unifamiliar,97.54,891.87,2,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,6,2.5,215594
511,Chalet individual,1951,2000,1,Antiguo,0,Residencial unifamiliar,91.44,1352.58,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,285553
512,Piso alto,2005,2006,1,Antiguo,1,Residencial unifamiliar,48.77,631.0,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,3.5,394771
513,Chalet individual,1958,1958,1,Antiguo,0,Residencial unifamiliar,85.34,845.42,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,0,1,0,5,2.5,253032
514,Chalet individual,1983,1983,1,Antiguo,0,Residencial unifamiliar,86.56,853.5,2,5,1,0,0,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Esquina,62040,0,0,0,5,3.0,250979
515,Chalet individual,1926,1950,1,,0,Residencial unifamiliar,67.06,984.21,1,5,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,5,2.5,180743
516,Chalet individual,2009,2009,1,Antiguo,0,Residencial unifamiliar,114.6,1135.28,4,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,5.0,697625
517,Chalet individual,1972,1972,2,,0,Residencial unifamiliar,,970.65,3,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,6,3.0,273605
518,Chalet individual,1996,1997,2,Antiguo,0,Residencial unifamiliar,96.32,948.35,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60706,0,0,0,5,3.5,458894
519,Chalet individual,1998,1998,2,Antiguo,0,Residencial unifamiliar,,885.46,4,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60061,0,0,0,5,3.0,395199
520,Chalet individual,1926,2004,2,Nuevo,0,Residencial unifamiliar,64.62,1014.32,2,9,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,62451,0,0,0,9,3.5,405212
521,Chalet adosado,1900,2000,3,,0,Residencial unifamiliar,73.15,1003.35,2,7,0,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,2.0,191350
522,Chalet individual,1957,1957,1,Antiguo,0,Residencial unifamiliar,109.73,1113.72,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50014,0,1,0,6,3.0,280947
523,Chalet individual,1947,1950,1,,0,Residencial tipo 2,60.96,464.52,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,62801,0,1,0,7,3.0,309716
524,Chalet individual,2007,2008,2,Antiguo,0,Residencial unifamiliar,158.5,3724.85,5,11,1,0,0,1,0,Poco irregular,Inclinación frontal,Ligero,1,1,0,Interior,61528,0,0,0,5,5.0,346033
525,Chalet individual,1996,1997,2,Antiguo,0,Residencial unifamiliar,115.82,1095.05,4,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60706,0,0,0,5,3.5,591394
526,Chalet individual,2005,2005,1,Antiguo,0,Residencial especial,75.59,696.77,2,6,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,3.5,342830
527,Chalet individual,1956,2000,1,Antiguo,0,Residencial unifamiliar,85.34,1235.61,1,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,247234
528,Chalet individual,2008,2008,2,Antiguo,0,Residencial unifamiliar,81.69,1388.71,4,11,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60645,0,0,0,5,4.5,803691
529,Chalet individual,1920,2002,1,Nuevo,0,Residencial unifamiliar,70.71,845.23,2,5,0,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,7,2.0,161076
530,Chalet individual,1957,1975,1,Antiguo,0,Residencial unifamiliar,,3034.96,4,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,62451,0,0,0,3,3.0,375765
531,Chalet individual,1988,1989,2,,0,Residencial unifamiliar,103.63,947.61,3,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50017,0,0,0,5,3.0,315165
532,Chalet individual,1920,1999,2,Nuevo,0,Residencial tipo 2,73.15,571.82,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Frontal 3 lados,62801,0,1,1,8,3.0,230521
533,Chalet individual,1955,2007,1,Antiguo,0,Residencial unifamiliar,73.15,668.9,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,178995
534,Chalet individual,1946,1950,1,Antiguo,0,Residencial unifamiliar,60.96,464.52,1,2,0,0,0,1,0,Rectangular,Muy irregular,Moderado,1,1,0,Interior,62801,0,0,0,3,0.5,73608
535,Chalet individual,2004,2004,2,Antiguo,0,Residencial unifamiliar,90.22,841.33,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,4.0,346726
536,Chalet adosado,1910,1991,3,,0,Residencial unifamiliar,85.34,650.32,2,5,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,7,2.5,193601
537,Chalet individual,1998,1999,2,Antiguo,0,Residencial unifamiliar,69.49,829.07,3,8,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,60061,0,0,0,5,3.5,338577
538,Chalet individual,1972,1972,1,Antiguo,0,Residencial unifamiliar,,1183.12,1,5,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Frontal 2 lados,50014,0,0,0,5,2.0,200355
539,Chalet individual,1968,1968,1,Antiguo,0,Residencial unifamiliar,,1073.31,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,5,2.5,307768
540,Chalet individual,2001,2002,1,Antiguo,0,Residencial unifamiliar,,1061.23,3,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,4.0,452900
541,Chalet individual,2006,2006,1,Antiguo,0,Residencial unifamiliar,103.63,1356.48,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50017,0,0,0,5,4.5,545478
542,Chalet individual,2000,2000,2,Antiguo,0,Residencial unifamiliar,,1021.93,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Frontal 2 lados,60706,0,0,0,5,4.0,464499
543,Chalet individual,1998,1999,1,Antiguo,0,Residencial unifamiliar,95.1,942.04,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,5,3.5,369280
544,Piso alto,1998,1998,1,Antiguo,1,Residencial tipo 1,41.45,377.0,2,4,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.5,249107
545,Chalet individual,2006,2006,2,Antiguo,0,Residencial unifamiliar,70.71,1589.01,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.5,349970
546,Chalet individual,1988,1988,1,,0,Residencial unifamiliar,,1285.5,3,9,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,50012,0,0,0,5,3.5,446069
